Platform,Sum of Likes,Sum of Post Day,Sum of Followers,Sum of Comments,Sum of Shares,Region,Sum of Reach,Sum of Post year,Sum of Post Month,Year,Quarter,Month,Day,Count of Post_ID,Platform Code,Content_Type,Sum of Engagement,Engagement Level,Reach Category
Facebook,13359,4,256863,480,81,West,721460,2025,7,2025,Qtr 3,July,4,1,FB,Video,13920,Medium,High Reach
Facebook,13902,5,478585,2936,2231,West,321558,2025,7,2025,Qtr 3,July,5,1,FB,Image,19069,Medium,Low Reach
Facebook,9096,2,311678,770,1084,West,448707,2025,8,2025,Qtr 3,August,2,1,FB,Reel,10950,Medium,Low Reach
Facebook,9785,14,346560,4107,2878,West,668448,2025,8,2025,Qtr 3,August,14,1,FB,Text,16770,Medium,High Reach
Facebook,19968,8,384261,3193,532,West,149374,2025,9,2025,Qtr 3,September,8,1,FB,Text,23693,High,Low Reach
Facebook,1318,28,462431,3061,1501,West,283567,2025,9,2025,Qtr 3,September,28,1,FB,Text,5880,Low,Low Reach
Facebook,3487,8,72834,37,2157,West,946009,2025,11,2025,Qtr 4,November,8,1,FB,Reel,5681,Low,High Reach
Facebook,6756,10,312063,1370,1034,West,504240,2025,12,2025,Qtr 4,December,10,1,FB,Text,9160,Low,High Reach
Facebook,5801,27,368858,3820,1730,West,875283,2026,1,2026,Qtr 1,January,27,1,FB,Image,11351,Medium,High Reach
Facebook,12919,15,280394,1053,2033,West,681479,2026,2,2026,Qtr 1,February,15,1,FB,Text,16005,Medium,High Reach
Facebook,1087,19,494987,381,1641,West,463555,2026,2,2026,Qtr 1,February,19,1,FB,Video,3109,Low,Low Reach
Facebook,13101,5,138118,4375,2204,West,571935,2026,3,2026,Qtr 1,March,5,1,FB,Text,19680,Medium,High Reach
Facebook,568,16,362129,3215,4,West,160098,2026,3,2026,Qtr 1,March,16,1,FB,Text,3787,Low,Low Reach
Facebook,9905,30,296698,4022,1425,West,81976,2026,4,2026,Qtr 2,April,30,1,FB,Video,15352,Medium,Low Reach
Facebook,11705,27,1549,4874,2433,West,43757,2026,6,2026,Qtr 2,June,27,1,FB,Image,19012,Medium,Low Reach
Facebook,4890,18,25949,2207,748,West,375501,2026,7,2026,Qtr 3,July,18,1,FB,Reel,7845,Low,Low Reach
Facebook,4441,30,72362,1582,1163,West,105537,2026,7,2026,Qtr 3,July,30,1,FB,Text,7186,Low,Low Reach
Facebook,4746,9,314510,1795,441,West,412441,2026,8,2026,Qtr 3,August,9,1,FB,Reel,6982,Low,Low Reach
Facebook,1241,4,432391,2086,1839,West,850621,2026,9,2026,Qtr 3,September,4,1,FB,Image,5166,Low,High Reach
Facebook,15444,15,158284,2866,2389,West,149009,2026,9,2026,Qtr 3,September,15,1,FB,Video,20699,High,Low Reach
Facebook,9312,19,253798,1398,2688,West,455527,2026,9,2026,Qtr 3,September,19,1,FB,Text,13398,Medium,Low Reach
Instagram,5662,3,25316,2759,1100,East,600788,2024,1,2024,Qtr 1,January,3,1,IG,Image,9521,Low,High Reach
Instagram,18681,1,492702,3183,2746,East,781155,2024,2,2024,Qtr 1,February,1,1,IG,Image,24610,High,High Reach
Instagram,10688,22,50742,3381,432,East,747832,2024,2,2024,Qtr 1,February,22,1,IG,Video,14501,Medium,High Reach
Instagram,15194,9,475665,2664,616,East,69719,2024,3,2024,Qtr 1,March,9,1,IG,Video,18474,Medium,Low Reach
Instagram,11198,10,333607,216,1175,East,971031,2024,3,2024,Qtr 1,March,10,1,IG,Text,12589,Medium,High Reach
Instagram,9850,15,50844,3094,1878,East,833941,2024,3,2024,Qtr 1,March,15,1,IG,Reel,14822,Medium,High Reach
Instagram,5598,8,344218,3540,1426,East,149818,2024,4,2024,Qtr 2,April,8,1,IG,Image,10564,Medium,Low Reach
Instagram,3434,14,161407,4533,790,East,383161,2024,4,2024,Qtr 2,April,14,1,IG,Image,8757,Low,Low Reach
Instagram,17149,8,95232,4378,1780,East,272946,2024,5,2024,Qtr 2,May,8,1,IG,Video,23307,High,Low Reach
Instagram,18991,12,431069,31,1067,East,863754,2024,5,2024,Qtr 2,May,12,1,IG,Text,20089,High,High Reach
Instagram,15068,6,406102,2486,2479,East,382280,2024,6,2024,Qtr 2,June,6,1,IG,Video,20033,High,Low Reach
Instagram,7279,30,264732,3713,1642,East,89796,2024,6,2024,Qtr 2,June,30,1,IG,Text,12634,Medium,Low Reach
Instagram,12204,5,190063,446,2063,East,389067,2024,7,2024,Qtr 3,July,5,1,IG,Image,14713,Medium,Low Reach
Instagram,17170,14,320631,3146,534,East,896280,2024,8,2024,Qtr 3,August,14,1,IG,Reel,20850,High,High Reach
Instagram,5069,19,247251,856,1997,East,701582,2024,8,2024,Qtr 3,August,19,1,IG,Image,7922,Low,High Reach
Instagram,9647,14,136935,749,1085,East,523589,2024,9,2024,Qtr 3,September,14,1,IG,Text,11481,Medium,High Reach
Instagram,8966,17,146624,2049,880,East,124853,2024,10,2024,Qtr 4,October,17,1,IG,Video,11895,Medium,Low Reach
Instagram,2013,18,267103,3336,1877,East,159146,2024,10,2024,Qtr 4,October,18,1,IG,Text,7226,Low,Low Reach
Instagram,19879,21,88383,1444,1334,East,928729,2024,11,2024,Qtr 4,November,21,1,IG,Video,22657,High,High Reach
Instagram,16711,14,163853,3794,932,East,768621,2024,12,2024,Qtr 4,December,14,1,IG,Text,21437,High,High Reach
Instagram,6622,15,428577,3960,2514,East,796437,2024,12,2024,Qtr 4,December,15,1,IG,Image,13096,Medium,High Reach
Instagram,5963,5,73086,2088,661,East,273185,2025,1,2025,Qtr 1,January,5,1,IG,Text,8712,Low,Low Reach
Instagram,2286,29,364800,1143,1480,East,946506,2025,1,2025,Qtr 1,January,29,1,IG,Video,4909,Low,High Reach
Instagram,18605,4,312646,3137,2918,East,249216,2025,2,2025,Qtr 1,February,4,1,IG,Image,24660,High,Low Reach
Instagram,2453,17,34948,3730,117,East,982997,2025,2,2025,Qtr 1,February,17,1,IG,Text,6300,Low,High Reach
Instagram,4898,27,76761,3723,196,East,726844,2025,2,2025,Qtr 1,February,27,1,IG,Image,8817,Low,High Reach
Instagram,3739,9,474096,2683,1780,East,552512,2025,3,2025,Qtr 1,March,9,1,IG,Reel,8202,Low,High Reach
Instagram,14769,29,481046,4319,1673,East,552410,2025,3,2025,Qtr 1,March,29,1,IG,Image,20761,High,High Reach
Instagram,9570,1,303051,4873,1453,East,44103,2025,4,2025,Qtr 2,April,1,1,IG,Image,15896,Medium,Low Reach
Instagram,15304,12,368289,3208,1399,East,417459,2025,4,2025,Qtr 2,April,12,1,IG,Reel,19911,Medium,Low Reach
Instagram,15628,3,55162,3880,1734,East,422050,2025,5,2025,Qtr 2,May,3,1,IG,Reel,21242,High,Low Reach
Instagram,10088,2,157054,2950,1204,East,472768,2025,7,2025,Qtr 3,July,2,1,IG,Video,14242,Medium,Low Reach
Instagram,12006,29,31746,63,1789,East,225898,2025,7,2025,Qtr 3,July,29,1,IG,Video,13858,Medium,Low Reach
Instagram,2480,12,158250,4113,1807,East,723120,2025,8,2025,Qtr 3,August,12,1,IG,Image,8400,Low,High Reach
Instagram,18362,23,71226,3605,2753,East,209572,2025,8,2025,Qtr 3,August,23,1,IG,Video,24720,High,Low Reach
Instagram,9442,29,344276,1486,1455,East,602210,2025,8,2025,Qtr 3,August,29,1,IG,Image,12383,Medium,High Reach
Instagram,1708,5,64200,4622,1387,East,861760,2025,9,2025,Qtr 3,September,5,1,IG,Video,7717,Low,High Reach
Instagram,6778,14,22313,535,1284,East,630827,2025,9,2025,Qtr 3,September,14,1,IG,Video,8597,Low,High Reach
Instagram,13436,30,222008,1677,1324,East,565618,2025,9,2025,Qtr 3,September,30,1,IG,Video,16437,Medium,High Reach
Instagram,10768,2,217567,1361,1412,East,342194,2025,10,2025,Qtr 4,October,2,1,IG,Reel,13541,Medium,Low Reach
Instagram,6109,12,264832,926,2691,East,308968,2025,10,2025,Qtr 4,October,12,1,IG,Text,9726,Low,Low Reach
Instagram,13027,19,92572,104,1497,East,35902,2025,10,2025,Qtr 4,October,19,1,IG,Reel,14628,Medium,Low Reach
Instagram,11444,26,299767,1048,1228,East,506647,2025,10,2025,Qtr 4,October,26,1,IG,Text,13720,Medium,High Reach
Instagram,15786,3,52711,635,5,East,66815,2025,11,2025,Qtr 4,November,3,1,IG,Video,16426,Medium,Low Reach
Instagram,12744,2,76588,1055,1086,East,986867,2025,12,2025,Qtr 4,December,2,1,IG,Text,14885,Medium,High Reach
Instagram,8653,17,385250,772,808,East,41737,2026,1,2026,Qtr 1,January,17,1,IG,Video,10233,Medium,Low Reach
Instagram,14568,26,482029,1157,1009,East,6098,2026,1,2026,Qtr 1,January,26,1,IG,Reel,16734,Medium,Low Reach
Instagram,5639,18,451452,1268,440,East,998279,2026,2,2026,Qtr 1,February,18,1,IG,Text,7347,Low,High Reach
Instagram,18488,21,8230,4832,580,East,382338,2026,3,2026,Qtr 1,March,21,1,IG,Reel,23900,High,Low Reach
Instagram,18519,14,32776,4051,1992,East,513977,2026,4,2026,Qtr 2,April,14,1,IG,Text,24562,High,High Reach
Instagram,11325,15,114959,683,2844,East,583833,2026,5,2026,Qtr 2,May,15,1,IG,Text,14852,Medium,High Reach
Instagram,16239,6,281395,4193,2109,East,338371,2026,6,2026,Qtr 2,June,6,1,IG,Text,22541,High,Low Reach
Instagram,15773,20,3906,1236,396,East,101919,2026,6,2026,Qtr 2,June,20,1,IG,Text,17405,Medium,Low Reach
Instagram,8622,25,354783,2212,1498,East,657176,2026,6,2026,Qtr 2,June,25,1,IG,Reel,12332,Medium,High Reach
Instagram,14537,12,422342,2879,2004,East,381970,2026,7,2026,Qtr 3,July,12,1,IG,Text,19420,Medium,Low Reach
Instagram,4552,14,233123,3702,2993,East,744602,2026,7,2026,Qtr 3,July,14,1,IG,Video,11247,Medium,High Reach
Instagram,19923,17,465300,907,529,East,413492,2026,7,2026,Qtr 3,July,17,1,IG,Video,21359,High,Low Reach
Instagram,2424,23,65819,845,2848,East,443063,2026,7,2026,Qtr 3,July,23,1,IG,Image,6117,Low,Low Reach
Instagram,14950,26,99508,1318,1134,East,965899,2026,7,2026,Qtr 3,July,26,1,IG,Image,17402,Medium,High Reach
Instagram,1581,27,399074,2648,699,East,482152,2026,7,2026,Qtr 3,July,27,1,IG,Reel,4928,Low,Low Reach
Instagram,19049,11,316901,1393,222,East,758431,2026,8,2026,Qtr 3,August,11,1,IG,Image,20664,High,High Reach
Instagram,19043,6,252046,2142,1029,East,205149,2026,9,2026,Qtr 3,September,6,1,IG,Reel,22214,High,Low Reach
Instagram,7141,9,172205,3390,1291,East,721126,2026,9,2026,Qtr 3,September,9,1,IG,Text,11822,Medium,High Reach
Instagram,6613,14,308060,1839,1666,East,360472,2026,9,2026,Qtr 3,September,14,1,IG,Image,10118,Medium,Low Reach
Instagram,7086,23,90661,3341,556,East,167727,2026,9,2026,Qtr 3,September,23,1,IG,Video,10983,Medium,Low Reach
Instagram,17301,20,258264,1291,1903,North,948047,2024,1,2024,Qtr 1,January,20,1,IG,Text,20495,High,High Reach
Instagram,14839,24,66684,3214,1039,North,574077,2024,1,2024,Qtr 1,January,24,1,IG,Reel,19092,Medium,High Reach
Instagram,14931,28,153946,1521,757,North,121007,2024,1,2024,Qtr 1,January,28,1,IG,Text,17209,Medium,Low Reach
Instagram,3673,8,377019,1894,2569,North,927597,2024,2,2024,Qtr 1,February,8,1,IG,Image,8136,Low,High Reach
Instagram,3466,23,339807,1417,1976,North,59921,2024,3,2024,Qtr 1,March,23,1,IG,Text,6859,Low,Low Reach
Instagram,1816,31,312267,2224,1663,North,641230,2024,3,2024,Qtr 1,March,31,1,IG,Video,5703,Low,High Reach
Instagram,1274,29,14015,1928,2170,North,535508,2024,4,2024,Qtr 2,April,29,1,IG,Video,5372,Low,High Reach
Instagram,13211,30,181738,1444,839,North,297215,2024,4,2024,Qtr 2,April,30,1,IG,Video,15494,Medium,Low Reach
Instagram,8956,16,389955,2471,2715,North,171883,2024,5,2024,Qtr 2,May,16,1,IG,Text,14142,Medium,Low Reach
Instagram,12628,22,27520,1529,2555,North,738771,2024,5,2024,Qtr 2,May,22,1,IG,Text,16712,Medium,High Reach
Instagram,17711,26,161233,1810,362,North,111364,2024,5,2024,Qtr 2,May,26,1,IG,Image,19883,Medium,Low Reach
Instagram,41,14,427162,1320,791,North,799894,2024,6,2024,Qtr 2,June,14,1,IG,Video,2152,Low,High Reach
Instagram,12577,22,166028,2029,480,North,200287,2024,6,2024,Qtr 2,June,22,1,IG,Image,15086,Medium,Low Reach
Instagram,11186,19,204252,8,1868,North,103299,2024,7,2024,Qtr 3,July,19,1,IG,Image,13062,Medium,Low Reach
Instagram,8159,21,463403,4460,930,North,616135,2024,7,2024,Qtr 3,July,21,1,IG,Text,13549,Medium,High Reach
Instagram,10889,31,433034,1110,280,North,676316,2024,7,2024,Qtr 3,July,31,1,IG,Image,12279,Medium,High Reach
Instagram,19970,3,107211,924,2855,North,991081,2024,8,2024,Qtr 3,August,3,1,IG,Reel,23749,High,High Reach
Instagram,13659,22,1027,4726,2216,North,242078,2024,8,2024,Qtr 3,August,22,1,IG,Reel,20601,High,Low Reach
Instagram,2337,29,289959,111,160,North,667012,2024,8,2024,Qtr 3,August,29,1,IG,Video,2608,Low,High Reach
Instagram,6621,31,430414,1110,2352,North,158856,2024,8,2024,Qtr 3,August,31,1,IG,Reel,10083,Medium,Low Reach
Instagram,19584,9,197317,1431,477,North,695063,2024,9,2024,Qtr 3,September,9,1,IG,Reel,21492,High,High Reach
Instagram,1082,5,204132,355,682,North,265179,2024,10,2024,Qtr 4,October,5,1,IG,Video,2119,Low,Low Reach
Instagram,1486,19,452712,1333,1552,North,620974,2024,10,2024,Qtr 4,October,19,1,IG,Image,4371,Low,High Reach
Instagram,812,27,298084,350,1424,North,735687,2024,10,2024,Qtr 4,October,27,1,IG,Reel,2586,Low,High Reach
Instagram,13020,6,447131,3999,2036,North,16256,2024,12,2024,Qtr 4,December,6,1,IG,Text,19055,Medium,Low Reach
Instagram,13477,17,379455,4218,2607,North,590465,2024,12,2024,Qtr 4,December,17,1,IG,Reel,20302,High,High Reach
Instagram,10507,23,444808,3596,1713,North,198907,2024,12,2024,Qtr 4,December,23,1,IG,Reel,15816,Medium,Low Reach
Instagram,6041,2,216486,3808,807,North,428541,2025,1,2025,Qtr 1,January,2,1,IG,Text,10656,Medium,Low Reach
Instagram,17239,8,414862,80,230,North,407261,2025,1,2025,Qtr 1,January,8,1,IG,Text,17549,Medium,Low Reach
Instagram,1737,20,435135,1670,329,North,778880,2025,1,2025,Qtr 1,January,20,1,IG,Reel,3736,Low,High Reach
Instagram,18162,10,326005,1874,370,North,116002,2025,2,2025,Qtr 1,February,10,1,IG,Video,20406,High,Low Reach
Instagram,6470,23,175920,3947,14,North,167770,2025,2,2025,Qtr 1,February,23,1,IG,Video,10431,Medium,Low Reach
Instagram,9462,16,96501,3172,2995,North,931789,2025,3,2025,Qtr 1,March,16,1,IG,Video,15629,Medium,High Reach
Instagram,7470,7,199670,2084,242,North,364968,2025,4,2025,Qtr 2,April,7,1,IG,Image,9796,Low,Low Reach
Instagram,9723,29,404936,194,1626,North,416867,2025,4,2025,Qtr 2,April,29,1,IG,Video,11543,Medium,Low Reach
Instagram,10162,11,7768,3143,1039,North,272254,2025,5,2025,Qtr 2,May,11,1,IG,Image,14344,Medium,Low Reach
Instagram,1979,15,136491,2154,2327,North,595382,2025,5,2025,Qtr 2,May,15,1,IG,Image,6460,Low,High Reach
Instagram,15058,28,78187,393,2640,North,113458,2025,5,2025,Qtr 2,May,28,1,IG,Reel,18091,Medium,Low Reach
Instagram,18284,4,485011,1517,2534,North,691616,2025,6,2025,Qtr 2,June,4,1,IG,Image,22335,High,High Reach
Instagram,10098,6,218369,2668,2721,North,539469,2025,6,2025,Qtr 2,June,6,1,IG,Reel,15487,Medium,High Reach
Instagram,18439,25,20391,494,952,North,126690,2025,7,2025,Qtr 3,July,25,1,IG,Text,19885,Medium,Low Reach
Instagram,7475,11,112939,663,668,North,30972,2025,10,2025,Qtr 4,October,11,1,IG,Video,8806,Low,Low Reach
Instagram,8524,27,251470,2839,2047,North,892141,2025,10,2025,Qtr 4,October,27,1,IG,Text,13410,Medium,High Reach
Instagram,9934,29,73980,4201,455,North,845749,2025,10,2025,Qtr 4,October,29,1,IG,Reel,14590,Medium,High Reach
Instagram,7056,4,413076,3052,2714,North,464914,2026,1,2026,Qtr 1,January,4,1,IG,Text,12822,Medium,Low Reach
Instagram,4716,31,434959,2860,2580,North,347249,2026,1,2026,Qtr 1,January,31,1,IG,Reel,10156,Medium,Low Reach
Instagram,3892,2,328694,4742,2944,North,447618,2026,2,2026,Qtr 1,February,2,1,IG,Text,11578,Medium,Low Reach
Instagram,2616,5,480361,4990,2759,North,915840,2026,2,2026,Qtr 1,February,5,1,IG,Text,10365,Medium,High Reach
Instagram,11543,24,149352,780,78,North,33921,2026,4,2026,Qtr 2,April,24,1,IG,Video,12401,Medium,Low Reach
Instagram,18993,5,313775,3214,731,North,583770,2026,5,2026,Qtr 2,May,5,1,IG,Image,22938,High,High Reach
Instagram,5951,28,461623,3643,2532,North,263173,2026,5,2026,Qtr 2,May,28,1,IG,Video,12126,Medium,Low Reach
Instagram,19933,8,263523,4213,492,North,793778,2026,8,2026,Qtr 3,August,8,1,IG,Reel,24638,High,High Reach
Instagram,12550,16,303816,1482,2196,North,940987,2026,9,2026,Qtr 3,September,16,1,IG,Image,16228,Medium,High Reach
Instagram,15686,22,93366,2470,912,North,743612,2026,9,2026,Qtr 3,September,22,1,IG,Reel,19068,Medium,High Reach
Instagram,7394,13,227199,673,348,South,43529,2024,1,2024,Qtr 1,January,13,1,IG,Video,8415,Low,Low Reach
Instagram,15138,20,313871,2066,2636,South,62383,2024,2,2024,Qtr 1,February,20,1,IG,Reel,19840,Medium,Low Reach
Instagram,19750,29,459393,903,2427,South,976367,2024,2,2024,Qtr 1,February,29,1,IG,Image,23080,High,High Reach
Instagram,2224,22,259585,4271,1012,South,231991,2024,3,2024,Qtr 1,March,22,1,IG,Text,7507,Low,Low Reach
Instagram,14963,15,492713,909,1039,South,727565,2024,4,2024,Qtr 2,April,15,1,IG,Image,16911,Medium,High Reach
Instagram,17826,25,70815,4390,556,South,548846,2024,4,2024,Qtr 2,April,25,1,IG,Text,22772,High,High Reach
Instagram,6578,7,359330,312,2547,South,947218,2024,5,2024,Qtr 2,May,7,1,IG,Video,9437,Low,High Reach
Instagram,14684,1,235208,4132,656,South,681385,2024,6,2024,Qtr 2,June,1,1,IG,Reel,19472,Medium,High Reach
Instagram,10472,10,109518,2327,2859,South,198779,2024,6,2024,Qtr 2,June,10,1,IG,Text,15658,Medium,Low Reach
Instagram,17452,16,75242,2818,2585,South,593251,2024,6,2024,Qtr 2,June,16,1,IG,Text,22855,High,High Reach
Instagram,14692,17,368193,4332,1453,South,726755,2024,6,2024,Qtr 2,June,17,1,IG,Text,20477,High,High Reach
Instagram,4062,18,107016,1521,2654,South,347807,2024,6,2024,Qtr 2,June,18,1,IG,Video,8237,Low,Low Reach
Instagram,14962,19,473455,418,854,South,387022,2024,6,2024,Qtr 2,June,19,1,IG,Video,16234,Medium,Low Reach
Instagram,6178,29,345999,629,1386,South,542384,2024,6,2024,Qtr 2,June,29,1,IG,Text,8193,Low,High Reach
Instagram,1319,13,490939,2673,846,South,854303,2024,7,2024,Qtr 3,July,13,1,IG,Reel,4838,Low,High Reach
Instagram,13328,29,371444,2500,557,South,115544,2024,7,2024,Qtr 3,July,29,1,IG,Reel,16385,Medium,Low Reach
Instagram,13936,15,461996,469,2921,South,493942,2024,8,2024,Qtr 3,August,15,1,IG,Text,17326,Medium,Low Reach
Instagram,15269,2,117723,1500,2861,South,673772,2024,9,2024,Qtr 3,September,2,1,IG,Video,19630,Medium,High Reach
Instagram,6310,1,181665,4975,2145,South,502388,2024,10,2024,Qtr 4,October,1,1,IG,Text,13430,Medium,High Reach
Instagram,8415,11,76700,2925,1469,South,331467,2024,10,2024,Qtr 4,October,11,1,IG,Image,12809,Medium,Low Reach
Instagram,5263,24,401195,1438,1081,South,97743,2024,10,2024,Qtr 4,October,24,1,IG,Text,7782,Low,Low Reach
Instagram,19502,25,161759,2417,2166,South,403633,2024,10,2024,Qtr 4,October,25,1,IG,Reel,24085,High,Low Reach
Instagram,12874,30,83857,4128,1754,South,369771,2024,10,2024,Qtr 4,October,30,1,IG,Image,18756,Medium,Low Reach
Instagram,738,31,29499,1498,933,South,898890,2024,10,2024,Qtr 4,October,31,1,IG,Image,3169,Low,High Reach
Instagram,7594,16,376132,4870,1962,South,61091,2024,11,2024,Qtr 4,November,16,1,IG,Video,14426,Medium,Low Reach
Instagram,16440,19,242574,1441,831,South,930289,2024,11,2024,Qtr 4,November,19,1,IG,Reel,18712,Medium,High Reach
Instagram,6539,10,334636,3745,2095,South,297558,2024,12,2024,Qtr 4,December,10,1,IG,Image,12379,Medium,Low Reach
Instagram,19920,16,399049,3779,952,South,531757,2024,12,2024,Qtr 4,December,16,1,IG,Video,24651,High,High Reach
Instagram,8756,11,57875,652,1644,South,484029,2025,1,2025,Qtr 1,January,11,1,IG,Text,11052,Medium,Low Reach
Instagram,9661,14,217942,4987,2840,South,75080,2025,1,2025,Qtr 1,January,14,1,IG,Text,17488,Medium,Low Reach
Instagram,5612,15,440781,4486,2399,South,354330,2025,1,2025,Qtr 1,January,15,1,IG,Image,12497,Medium,Low Reach
Instagram,18434,26,297357,471,620,South,704540,2025,1,2025,Qtr 1,January,26,1,IG,Text,19525,Medium,High Reach
Instagram,12248,21,309154,266,427,South,983249,2025,4,2025,Qtr 2,April,21,1,IG,Video,12941,Medium,High Reach
Instagram,17436,4,33024,1335,2331,South,883247,2025,5,2025,Qtr 2,May,4,1,IG,Text,21102,High,High Reach
Instagram,19672,10,373804,53,2687,South,939105,2025,5,2025,Qtr 2,May,10,1,IG,Video,22412,High,High Reach
Instagram,10288,26,366536,4366,2935,South,919035,2025,5,2025,Qtr 2,May,26,1,IG,Text,17589,Medium,High Reach
Instagram,16774,29,136765,78,1013,South,159332,2025,5,2025,Qtr 2,May,29,1,IG,Reel,17865,Medium,Low Reach
Instagram,17121,5,317084,3008,1023,South,522193,2025,6,2025,Qtr 2,June,5,1,IG,Reel,21152,High,High Reach
Instagram,18920,16,493743,3753,1384,South,825277,2025,6,2025,Qtr 2,June,16,1,IG,Image,24057,High,High Reach
Instagram,3410,21,80804,769,1196,South,761696,2025,6,2025,Qtr 2,June,21,1,IG,Image,5375,Low,High Reach
Instagram,12665,1,461557,2204,643,South,150248,2025,7,2025,Qtr 3,July,1,1,IG,Reel,15512,Medium,Low Reach
Instagram,11515,6,353739,2264,636,South,567925,2025,7,2025,Qtr 3,July,6,1,IG,Reel,14415,Medium,High Reach
Instagram,6849,24,319358,885,2042,South,644032,2025,8,2025,Qtr 3,August,24,1,IG,Reel,9776,Low,High Reach
Instagram,5050,28,80004,4305,1244,South,876249,2025,8,2025,Qtr 3,August,28,1,IG,Image,10599,Medium,High Reach
Instagram,6511,16,396441,966,2292,South,389082,2025,9,2025,Qtr 3,September,16,1,IG,Reel,9769,Low,Low Reach
Instagram,13378,23,292622,4773,2470,South,506093,2025,9,2025,Qtr 3,September,23,1,IG,Image,20621,High,High Reach
Instagram,16290,24,165615,678,1419,South,913753,2025,9,2025,Qtr 3,September,24,1,IG,Image,18387,Medium,High Reach
Instagram,892,6,29516,3359,2936,South,485376,2025,10,2025,Qtr 4,October,6,1,IG,Image,7187,Low,Low Reach
Instagram,902,13,291638,4724,2669,South,794799,2025,10,2025,Qtr 4,October,13,1,IG,Video,8295,Low,High Reach
Instagram,598,24,219527,1284,641,South,202530,2025,10,2025,Qtr 4,October,24,1,IG,Text,2523,Low,Low Reach
Instagram,1229,2,78041,4402,1819,South,117613,2025,11,2025,Qtr 4,November,2,1,IG,Reel,7450,Low,Low Reach
Instagram,12465,10,12911,2496,1367,South,957967,2025,11,2025,Qtr 4,November,10,1,IG,Reel,16328,Medium,High Reach
Instagram,13043,12,139876,909,1367,South,110226,2025,11,2025,Qtr 4,November,12,1,IG,Text,15319,Medium,Low Reach
Instagram,5068,22,190896,4756,2767,South,227693,2025,11,2025,Qtr 4,November,22,1,IG,Text,12591,Medium,Low Reach
Instagram,17514,1,2722,3502,2594,South,788653,2025,12,2025,Qtr 4,December,1,1,IG,Image,23610,High,High Reach
Instagram,17573,25,401067,3405,1137,South,194154,2025,12,2025,Qtr 4,December,25,1,IG,Image,22115,High,Low Reach
Instagram,8591,26,257034,4973,2523,South,338642,2025,12,2025,Qtr 4,December,26,1,IG,Reel,16087,Medium,Low Reach
Instagram,9892,28,140200,2112,1021,South,697807,2025,12,2025,Qtr 4,December,28,1,IG,Reel,13025,Medium,High Reach
Instagram,6090,5,212260,3125,1491,South,988329,2026,1,2026,Qtr 1,January,5,1,IG,Image,10706,Medium,High Reach
Instagram,1985,13,290657,4291,2868,South,358195,2026,1,2026,Qtr 1,January,13,1,IG,Text,9144,Low,Low Reach
Instagram,19265,15,349327,1007,2859,South,190520,2026,1,2026,Qtr 1,January,15,1,IG,Image,23131,High,Low Reach
Instagram,17104,17,379181,945,2842,South,822434,2026,2,2026,Qtr 1,February,17,1,IG,Video,20891,High,High Reach
Instagram,1526,12,163042,4359,2553,South,553228,2026,3,2026,Qtr 1,March,12,1,IG,Reel,8438,Low,High Reach
Instagram,4393,11,166735,673,71,South,779116,2026,4,2026,Qtr 2,April,11,1,IG,Image,5137,Low,High Reach
Instagram,5010,16,465782,2280,2810,South,252520,2026,4,2026,Qtr 2,April,16,1,IG,Video,10100,Medium,Low Reach
Instagram,14437,17,472070,1166,2412,South,24529,2026,4,2026,Qtr 2,April,17,1,IG,Reel,18015,Medium,Low Reach
Instagram,1712,29,141861,560,1968,South,880281,2026,4,2026,Qtr 2,April,29,1,IG,Image,4240,Low,High Reach
Instagram,16676,7,283592,3114,1899,South,820948,2026,5,2026,Qtr 2,May,7,1,IG,Text,21689,High,High Reach
Instagram,500,14,282573,2266,547,South,189386,2026,5,2026,Qtr 2,May,14,1,IG,Reel,3313,Low,Low Reach
Instagram,11307,16,379648,511,2401,South,479576,2026,5,2026,Qtr 2,May,16,1,IG,Text,14219,Medium,Low Reach
Instagram,9272,3,369981,3150,1337,South,770354,2026,6,2026,Qtr 2,June,3,1,IG,Text,13759,Medium,High Reach
Instagram,2259,10,84240,3317,646,South,588873,2026,6,2026,Qtr 2,June,10,1,IG,Reel,6222,Low,High Reach
Instagram,18685,4,353070,4196,2513,South,799183,2026,7,2026,Qtr 3,July,4,1,IG,Reel,25394,High,High Reach
Instagram,8219,20,353048,708,181,South,821846,2026,7,2026,Qtr 3,July,20,1,IG,Text,9108,Low,High Reach
Instagram,19354,5,142026,3621,2095,South,574286,2026,8,2026,Qtr 3,August,5,1,IG,Text,25070,High,High Reach
Instagram,16674,17,313112,774,1344,South,238434,2026,8,2026,Qtr 3,August,17,1,IG,Image,18792,Medium,Low Reach
Instagram,12901,18,395627,1343,799,South,251080,2026,8,2026,Qtr 3,August,18,1,IG,Image,15043,Medium,Low Reach
Instagram,13519,30,456487,4866,910,South,673094,2026,8,2026,Qtr 3,August,30,1,IG,Video,19295,Medium,High Reach
Instagram,16903,20,306425,4024,1460,South,367644,2026,9,2026,Qtr 3,September,20,1,IG,Text,22387,High,Low Reach
Instagram,18708,4,100352,4976,909,West,123053,2024,1,2024,Qtr 1,January,4,1,IG,Video,24593,High,Low Reach
Instagram,8675,10,202116,3025,2927,West,345844,2024,1,2024,Qtr 1,January,10,1,IG,Reel,14627,Medium,Low Reach
Instagram,707,11,48272,1449,1136,West,434032,2024,1,2024,Qtr 1,January,11,1,IG,Video,3292,Low,Low Reach
